Field No,lab Serial,Prospect,Type,x,y,z,Depth(m),Unnamed: 8,QA/QC,Au,Ag,Al,As,Au.1,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
,,,,,,,From,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC.BH27.019,1297.0,JAT-P3,RC,498893.224,2144455.678,314.352,20,21,,<0.01,0.06,0.85,5.8,<0.02,<10,40,2.07,0.44,2.1,0.1,67,7.1,123.0,0.37,66.4,2.91,2.2,0.06,0.05,<0.01,0.035,0.31,33,2.5,0.15,780.0,10.1,0.02,<0.05,8.5,360,8.9,15.6,0.001,<0.01,0.23,3.3,0.2,0.3,32.2,<0.01,<0.01,12.3,<0.005,0.09,2.01,11,0.32,12.15,40.0,2
RC.BH27.020,1298.0,JAT-P3,RC,498893.224,2144455.678,313.352,21,22,,<0.01,0.04,1.42,3.8,<0.02,<10,30,3.17,0.19,4.47,0.12,54.2,16.8,98.0,0.79,35.6,4.7,4.68,0.06,0.04,0.01,0.063,0.26,25.5,5.9,0.37,1230.0,7.24,0.02,<0.05,21.4,920,8.9,16.7,0.002,<0.01,0.09,12.8,0.5,0.6,60.7,<0.01,<0.01,8.1,0.005,0.09,1.77,56,0.21,20.4,85.0,1.3
RC.BH27.021,1299.0,JAT-P3,RC,498893.224,2144455.678,312.352,22,23,,0.01,0.05,2.29,12.4,<0.02,<10,130,1.61,0.52,7.42,0.15,36.4,29.5,60.0,1.61,74.4,6.94,8.7,0.06,0.1,0.01,0.095,0.4,17.5,9.7,1.26,1630.0,5.38,0.02,<0.05,38.8,1090,3.9,27.8,0.001,0.05,0.24,13.6,0.6,0.6,89.5,<0.01,0.01,3.2,0.077,0.17,1.15,101,2.05,21.7,86.0,1.5
RC.BH27.022,1300.0,JAT-P3,RC,498893.224,2144455.678,311.352,23,24,,<0.01,0.04,3.18,2.1,<0.02,<10,150,3.18,0.13,4.98,0.14,38.6,42.1,61.0,2.5,122.5,9.94,13.9,0.15,0.09,0.01,0.09,0.38,17.4,10.3,1.7,1900.0,5.39,0.03,<0.05,53.4,1240,2.9,33.8,0.001,<0.01,0.13,22.3,0.4,0.8,91.3,<0.01,0.01,2.1,0.073,0.28,1.82,204,0.16,24.8,123.0,1.2
,1301.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH27.014,12.85,2.91,0.29,14.6,9.11,<10,130,0.67,356.0,0.08,1.1,13.45,20.2,71.0,0.07,5290.0,21.7,1.13,0.07,0.05,0.01,1.835,0.19,7.3,0.5,0.03,16950.0,13.4,0.02,0.08,23.2,40,126.5,5.3,0.001,0.02,0.56,5.3,0.9,1.4,58.9,0.01,0.16,2.2,<0.005,0.14,3.12,25,0.58,10.15,162.0,1.6
RC.BH27.023,1302.0,JAT-P3,RC,498893.224,2144455.678,310.352,24,25,,0.11,0.1,1.1,14.3,0.09,<10,70,2.78,2.45,4.15,0.2,39.8,23.3,70.0,0.29,93.8,7.47,4.3,0.07,0.07,0.01,0.131,0.24,18.1,4.7,0.24,2820.0,16.1,0.02,<0.05,26.9,870,8.3,10.9,0.001,<0.01,0.31,12.2,<0.2,0.4,62.9,<0.01,0.02,3.7,0.007,0.13,2.6,77,0.53,23.6,81.0,2.9
RC.BH27.024,1303.0,JAT-P3,RC,498893.224,2144455.678,309.352,25,26,,0.01,0.06,1.18,6.6,<0.02,<10,100,1.67,0.68,1.32,0.26,96.2,3.2,77.0,1.09,35.1,5.95,7.55,0.13,0.15,0.01,0.18,0.39,43.6,4.0,0.16,1130.0,9.92,0.03,0.26,5.4,660,8.7,20.8,0.001,<0.01,0.31,12.8,0.5,2.4,27.7,<0.01,0.01,10.5,0.028,0.16,2.04,2,0.23,18.6,123.0,8.2
RC.BH27.025,1304.0,JAT-P3,RC,498893.224,2144455.678,308.352,26,27,,0.01,0.07,1.26,2.6,<0.02,<10,80,2.16,0.41,2.16,0.43,82.8,2.3,68.0,0.7,21.5,6.42,7.92,0.13,0.13,<0.01,0.195,0.26,36.9,3.7,0.23,1140.0,8.66,0.02,0.11,5.3,650,8.4,12.5,0.001,<0.01,0.34,13.4,0.7,1.1,32.2,<0.01,<0.01,8.1,0.016,0.12,1.82,6,0.17,18.7,151.0,7.6
RC.BH27.026,1305.0,JAT-P3,RC,498893.224,2144455.678,307.352,27,28,,0.02,0.12,2.27,6.5,<0.02,<10,100,3.83,0.49,2.77,0.64,75.7,18.9,62.0,0.65,59.2,9.86,9.53,0.12,0.06,0.01,0.139,0.24,34.3,11.2,0.6,1380.0,7.5,0.02,<0.05,53.9,740,10.5,12.0,0.001,<0.01,0.41,17.0,0.2,0.8,47.7,<0.01,0.02,4.5,<0.005,0.14,2.29,78,0.15,19.4,232.0,2.5
RC.BH27.027,1306.0,JAT-P3,RC,498893.224,2144455.678,306.352,28,29,,0.01,0.13,0.75,32.5,<0.02,<10,60,2.18,0.3,3.35,0.87,71.3,4.0,76.0,0.37,24.1,5.41,3.68,0.09,0.11,0.01,0.152,0.24,32.3,1.5,0.1,1020.0,12.8,0.02,0.08,21.6,520,13.1,10.4,0.001,<0.01,0.55,6.3,1.1,0.4,34.6,<0.01,0.02,4.2,<0.005,0.1,1.77,16,0.4,14.5,151.0,6.3
RC.BH27.028,1307.0,JAT-P3,RC,498893.224,2144455.678,305.352,29,30,,0.01,0.07,1.24,2.9,<0.02,<10,50,1.15,0.19,0.88,0.26,111.5,1.5,67.0,1.33,12.3,4.66,9.37,0.14,0.2,0.01,0.185,0.3,52.5,5.9,0.23,730.0,8.8,0.04,0.37,7.9,390,5.2,18.3,0.001,<0.01,0.28,4.7,0.8,1.3,22.7,<0.01,0.01,6.3,0.052,0.2,1.47,4,0.23,16.7,145.0,10.6
RC.BH27.029,1308.0,JAT-P3,RC,498893.224,2144455.678,304.352,30,31,,0.01,0.1,1.12,2.8,<0.02,<10,60,0.82,0.21,0.87,0.23,114.5,1.3,74.0,1.62,18.8,3.37,8.66,0.13,0.12,<0.01,0.152,0.3,56,7.4,0.22,512.0,7.95,0.06,0.59,3.7,370,5.1,21.1,0.001,<0.01,0.13,3.8,0.7,1,19.2,<0.01,0.01,6.4,0.066,0.18,1.51,6,0.32,15.0,113.0,5.6
RC.BH27.030,1309.0,JAT-P3,RC,498893.224,2144455.678,303.352,31,32,,0.01,0.08,2.29,3.9,<0.02,<10,190,1.67,0.28,3.33,0.45,108,18.0,127.0,3.36,41.4,5.2,11.3,0.15,0.11,0.01,0.118,0.45,53.6,15.4,1.14,1770.0,7.94,0.03,0.17,63.2,480,6.8,44.7,0.002,<0.01,0.11,9.3,1,2.3,46.9,<0.01,0.04,5.2,0.089,0.5,1.71,73,0.19,21.0,155.0,4
RC.BH27.031,1310.0,JAT-P3,RC,498893.224,2144455.678,302.352,32,33,,<0.01,0.09,1.61,2.5,<0.02,<10,100,1.15,0.19,1.34,0.28,439,5.7,86.0,2.92,22.5,4.03,12.4,0.35,0.16,0.01,0.179,0.4,217,12.7,0.46,946.0,8.92,0.04,0.51,23.0,360,5.2,45.2,0.001,<0.01,0.12,4.4,0.4,1.7,32.2,<0.01,0.01,17.8,0.106,0.47,1.81,18,0.22,25.6,158.0,6.3
RC.BH27.032,1311.0,JAT-P3,RC,498893.224,2144455.678,301.352,33,34,,<0.01,0.07,1.7,4.8,<0.02,<10,50,1.23,0.17,1.92,0.7,>500,8.0,109.0,2.07,30.0,4.08,12.8,0.4,0.14,0.01,0.158,0.31,390,12.0,0.61,616.0,11.7,0.04,0.51,49.0,420,7.0,34.1,0.001,<0.01,0.25,5.2,0.8,1.6,35.5,<0.01,0.03,28.9,0.073,0.36,2.37,59,0.36,29.9,188.0,5.4
RC.BH27.033,1312.0,JAT-P3,RC,498893.224,2144455.678,300.352,34,35,,0.01,0.11,2.33,18.7,<0.02,<10,70,2.16,0.23,4.5,0.85,430,28.6,110.0,0.7,104.5,5.73,9.17,0.28,0.07,<0.01,0.071,0.19,230,15.0,1.2,745.0,13.1,0.03,<0.05,90.3,580,8.2,11.7,0.002,<0.01,0.58,9.5,1.2,0.4,44.6,<0.01,0.06,14.7,<0.005,0.25,1.57,156,0.68,38.0,163.0,2.5
RC.BH27.034,1313.0,JAT-P3,RC,498893.224,2144455.678,299.352,35,36,,0.01,0.3,2.38,9.9,<0.02,<10,40,2.05,1.17,5.47,0.61,72.2,32.4,61.0,1.28,361.0,6.19,9.5,0.09,0.05,0.18,0.08,0.1,37.8,19.3,1.39,1160.0,7.81,0.04,<0.05,68.9,890,68.3,9.3,<0.001,<0.01,0.31,19.4,1,0.7,77.2,<0.01,0.03,2.9,0.006,0.26,1.07,174,0.28,22.6,176.0,1
RC.BH27.035,1314.0,JAT-P3,RC,498893.224,2144455.678,298.352,36,37,,<0.01,0.03,2.24,1.8,<0.02,<10,90,1.13,0.07,3.07,0.11,101.5,14.3,113.0,0.91,20.8,3.6,8.75,0.09,0.06,0.01,0.043,0.25,52.2,21.4,1.29,718.0,8.24,0.04,0.05,24.1,590,5.4,16.0,0.002,0.05,0.1,6.7,0.4,0.7,56.4,<0.01,<0.01,7.9,0.023,0.14,0.89,64,0.14,14.05,92.0,2.4
RC.BH27.036,1315.0,JAT-P3,RC,498893.224,2144455.678,297.352,37,38,,<0.01,0.04,2.95,3.8,<0.02,<10,60,1.27,0.14,5.92,0.3,341,29.1,96.0,2.65,39.3,5.55,14.0,0.2,0.12,0.01,0.142,0.23,179.5,24.0,1.69,1300.0,4.88,0.04,<0.05,44.8,590,3.0,29.7,0.001,0.02,0.22,20.9,0.8,0.9,80.1,<0.01,0.02,11.3,0.051,0.21,1.32,154,0.07,37.4,165.0,2.6
RC.BH27.037,1316.0,JAT-P3,RC,498893.224,2144455.678,296.352,38,39,,<0.01,0.06,3.3,2.7,<0.02,<10,60,1.47,0.1,3.97,0.18,35.9,32.7,119.0,0.81,91.4,6.96,12.45,0.08,0.12,<0.01,0.081,0.14,17.7,40.3,2.48,1120.0,6.16,0.04,<0.05,62.3,800,2.9,10.1,0.005,0.12,0.3,22.3,1.4,0.6,75.7,<0.01,0.02,1.9,0.045,0.28,1.01,230,0.07,22.3,117.0,2.1
RC.BH27.038,1317.0,JAT-P3,RC,498893.224,2144455.678,295.352,39,40,,<0.01,0.05,2.62,3.7,<0.02,<10,40,1.45,0.06,5.04,0.13,30.4,26.0,146.0,1.13,42.9,4.8,9.58,0.06,0.14,<0.01,0.052,0.12,15.9,27.6,1.84,1050.0,4.98,0.06,<0.05,65.9,630,2.3,10.1,0.001,0.02,0.13,16.8,0.6,0.7,79.2,<0.01,<0.01,2.3,0.074,0.18,0.56,128,0.07,11.8,74.0,2.4
RC.BH27.039,1318.0,JAT-P3,RC,498893.224,2144455.678,294.352,40,41,,<0.01,0.04,5.17,4.6,<0.02,<10,40,3.38,0.23,3.71,0.2,265,43.2,144.0,0.93,90.3,10.35,17.4,0.2,0.07,<0.01,0.092,0.16,138.5,40.8,2.58,1020.0,3.33,0.03,<0.05,82.7,830,3.0,10.8,<0.001,<0.01,0.17,22.0,1.3,0.9,65.5,<0.01,0.03,7.7,<0.005,0.13,0.89,232,0.06,33.9,118.0,1
RC.BH27.040,1319.0,JAT-P3,RC,498893.224,2144455.678,293.352,41,42,,<0.01,0.03,3.47,2.8,<0.02,<10,30,2.61,0.09,2.43,0.18,>500,19.5,114.0,0.72,22.9,7.43,18.65,0.53,0.13,<0.01,0.178,0.25,440,30.4,1.46,728.0,6.47,0.03,0.23,40.5,550,5.6,15.1,0.001,<0.01,0.31,11.6,<0.2,1,38.6,<0.01,0.01,34.6,0.039,0.1,1.52,101,0.13,36.6,132.0,2.8
RC.BH28.004,1320.0,JAT-P3,RC,498965.284,2144477.428,330.596,3,4,,0.01,0.09,0.82,2.8,<0.02,<10,110,1.1,0.12,1.68,0.22,69.7,8.0,105.0,0.49,34.8,2.65,3.21,0.1,0.08,<0.01,0.036,0.28,34.3,3.3,0.23,614.0,8.33,0.05,0.08,13.2,330,23.2,18.1,0.001,<0.01,0.16,3.7,<0.2,0.5,36.7,<0.01,0.01,13.1,0.016,0.11,1.82,21,0.39,13.55,72.0,3.1
RC.BH28.005,1321.0,JAT-P3,RC,498965.284,2144477.428,329.596,4,5,,0.08,0.11,0.54,25.2,0.13,<10,230,1.26,1.09,2.64,0.52,43.3,12.2,85.0,0.12,29.0,6.69,1.59,0.12,0.09,<0.01,0.182,0.34,22.9,0.9,0.1,3850.0,8.52,0.02,0.05,21.8,400,37.8,11.1,0.001,<0.01,0.32,3.3,<0.2,0.3,43.4,<0.01,0.01,7.1,<0.005,0.14,2.11,31,0.87,13.05,58.0,3.5
RC.BH28.006,1322.0,JAT-P3,RC,498965.284,2144477.428,328.596,5,6,,0.01,0.1,0.58,3.7,<0.02,<10,90,0.92,1.24,0.74,0.16,63.3,4.7,153.0,0.18,67.5,2.35,1.82,0.11,0.08,<0.01,0.062,0.27,31.5,1.6,0.11,926.0,11.7,0.03,0.09,12.1,260,9.0,10.8,0.001,<0.01,0.16,1.5,<0.2,0.4,21.7,<0.01,<0.01,12.5,<0.005,0.07,1.47,14,0.5,9.1,37.0,3
RC.BH28.007,1323.0,JAT-P3,RC,498965.284,2144477.428,327.596,6,7,,0.01,0.08,4.0,1.7,<0.02,<10,200,1.85,0.32,3.91,0.23,29.3,43.3,199.0,11.4,143.5,9.15,16.5,0.33,0.27,<0.01,0.079,1.47,12.8,20.6,3.06,1620.0,4.09,0.04,<0.05,98.9,880,5.1,154.5,<0.001,<0.01,0.34,25.9,<0.2,0.9,56.0,<0.01,0.02,2.4,0.281,1.1,0.88,248,0.2,18.35,147.0,4.2
RC.BH28.008,1324.0,JAT-P3,RC,498965.284,2144477.428,326.596,7,8,,0.02,0.11,3.44,10.5,0.02,<10,310,2.63,0.72,2.91,0.38,35,40.6,174.0,7.75,160.5,8.41,13.5,0.24,0.24,<0.01,0.086,1.08,16.6,14.3,2.49,1890.0,5.68,0.05,<0.05,93.9,740,7.9,109.5,<0.001,<0.01,0.44,20.9,<0.2,0.9,60.9,<0.01,0.02,3.2,0.169,0.8,1.04,200,0.35,24.3,160.0,4.6
RC.BH28.009,1325.0,JAT-P3,RC,498965.284,2144477.428,325.596,8,9,,0.01,0.12,0.69,9.4,<0.02,<10,80,1.35,0.39,1.85,0.16,69.1,6.5,103.0,0.24,17.3,2.59,2.4,0.11,0.05,0.01,0.03,0.28,34.3,2.2,0.12,926.0,13.25,0.03,0.06,8.7,480,6.3,13.1,0.001,<0.01,0.2,2.5,<0.2,0.5,28.8,<0.01,0.01,13.1,0.006,0.08,1.75,11,0.5,11.3,41.0,1.7
,1326.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH28.010,<0.01,0.13,0.87,15.9,<0.02,<10,50,1.08,0.95,4.13,0.37,48,15.1,102.0,0.31,37.7,3.89,3.05,0.1,0.09,<0.01,0.07,0.31,22.7,4.0,0.29,1290.0,9.82,0.02,0.07,21.8,420,4.3,15.2,<0.001,<0.01,0.15,4.4,0.2,0.5,48.0,<0.01,0.01,8.8,0.008,0.08,2.4,24,0.52,10.2,90.0,2.7
RC.BH28.010,1327.0,JAT-P3,RC,498965.284,2144477.428,324.596,9,10,QA/QC,<0.01,0.13,0.86,15.1,<0.02,<10,50,1.03,1.11,4.06,0.38,46.7,14.9,101.0,0.32,38.4,3.85,3.1,0.1,0.09,<0.01,0.067,0.3,22.5,4.0,0.3,1250.0,9.98,0.02,0.07,21.8,440,4.2,14.8,0.001,<0.01,0.17,4.3,0.3,0.5,45.6,<0.01,0.01,8.8,0.008,0.08,2.3,24,0.54,10.0,91.0,2.7
,1328.0,JAT-P3,QA/QC,,,,,,BLANK SAMPLE,<0.01,0.01,0.28,0.2,<0.02,<10,10,0.28,0.02,0.05,<0.01,2.54,0.5,113.0,0.11,1.8,0.33,0.88,0.06,0.15,<0.01,<0.005,0.28,1.1,0.4,0.01,52.0,8.34,0.03,0.14,2.6,<10,12.6,11.1,<0.001,<0.01,<0.05,0.2,<0.2,<0.2,1.9,<0.01,0.01,5.2,<0.005,0.06,2.06,2,0.06,1.59,4.0,2.5
RC.BH28.011,1329.0,JAT-P3,RC,498965.284,2144477.428,323.596,10,11,,0.07,0.4,0.6,24.3,0.05,<10,50,1.94,1.32,3.43,0.69,52.3,17.4,87.0,0.26,89.4,4.44,2.09,0.1,0.13,0.01,0.12,0.35,24.2,2.3,0.61,1790.0,10.35,0.02,0.11,14.9,700,24.0,16.7,<0.001,<0.01,0.37,5.1,0.2,1.1,43.3,<0.01,0.02,10.3,0.006,0.09,3.38,17,1.19,12.55,158.0,4.1
RC.BH28.012,1330.0,JAT-P3,RC,498965.284,2144477.428,322.596,11,12,,0.05,0.33,0.46,10.4,0.02,<10,50,0.87,0.6,1.94,1.35,71.3,5.7,113.0,0.18,47.0,1.92,1.41,0.11,0.13,<0.01,0.065,0.26,33.6,1.5,0.25,810.0,9.79,0.02,0.06,9.1,230,84.9,12.2,0.001,<0.01,0.2,1.8,<0.2,0.4,27.3,<0.01,0.01,15.4,<0.005,0.08,2.69,3,0.71,9.46,193.0,4.6
RC.BH28.013,1331.0,JAT-P3,RC,498965.284,2144477.428,321.596,12,13,,<0.01,0.11,1.37,8.5,<0.02,<10,50,1.6,0.51,3.61,0.26,51,18.8,138.0,2.53,39.3,3.94,4.44,0.1,0.11,<0.01,0.064,0.49,24.4,8.4,0.69,992.0,7.8,0.03,<0.05,41.4,470,14.4,44.9,0.001,<0.01,0.23,9.2,<0.2,1.1,45.4,<0.01,0.02,9.8,0.026,0.32,3.17,50,0.36,15.75,78.0,3
RC.BH28.014,1332.0,JAT-P3,RC,498965.284,2144477.428,320.596,13,14,,0.01,0.06,0.71,14.2,<0.02,<10,40,1.53,0.7,2.48,0.14,48.7,10.3,113.0,0.27,21.9,3.94,2.17,0.11,0.13,<0.01,0.095,0.3,24,2.6,0.12,1710.0,9.94,0.02,0.27,19.6,430,7.9,14.4,<0.001,<0.01,0.2,4.2,0.3,0.9,39.0,0.01,0.01,10,<0.005,0.09,3.74,19,0.82,13.4,58.0,3.3
RC.BH28.015,1333.0,JAT-P3,RC,498965.284,2144477.428,319.596,14,15,,0.08,0.11,0.53,43.4,0.07,<10,60,1.11,1.44,1.36,0.17,56.7,10.9,114.0,0.16,22.5,3.06,1.83,0.1,0.11,<0.01,0.085,0.32,27.4,1.9,0.06,1520.0,11.45,0.01,0.2,13.9,280,4.9,12.8,0.001,<0.01,0.21,3.1,0.3,0.7,25.1,0.01,0.02,10,<0.005,0.07,2.33,19,0.63,8.7,54.0,3.3
RC.BH28.016,1334.0,JAT-P3,RC,498965.284,2144477.428,318.596,15,16,,0.24,0.23,0.49,53.7,0.34,<10,100,0.91,1.78,0.11,0.19,61.1,11.7,106.0,0.11,31.0,4.36,1.94,0.12,0.11,<0.01,0.122,0.34,31,1.2,0.03,1890.0,12.5,0.01,0.12,9.6,150,6.4,11.5,0.001,<0.01,0.4,2.0,0.4,0.7,17.0,<0.01,0.03,11.2,<0.005,0.13,3.09,22,1,7.25,38.0,3.3
RC.BH28.017,1335.0,JAT-P3,RC,498965.284,2144477.428,317.596,16,17,QA/QC,0.08,0.16,0.52,54,0.05,<10,120,1.38,1.6,0.17,0.25,58.7,17.8,101.0,0.11,202.0,4.36,2.05,0.12,0.15,<0.01,0.157,0.32,29.8,1.2,0.04,2060.0,11.7,0.01,0.33,13.8,320,8.8,11.6,0.001,<0.01,0.25,2.7,0.4,0.9,25.3,<0.01,0.03,13.7,<0.005,0.09,4.14,27,1.48,10.15,56.0,4.4
RC.BH28.018,1336.0,JAT-P3,RC,498965.284,2144477.428,316.596,17,18,,0.02,0.17,0.49,29,<0.02,<10,60,0.94,2.15,0.46,0.17,73.7,9.5,137.0,0.1,236.0,2.93,1.68,0.13,0.09,<0.01,0.096,0.26,36,1.3,0.03,585.0,12.2,0.02,0.17,7.3,170,7.5,10.6,0.001,<0.01,0.16,1.8,<0.2,0.6,12.6,<0.01,0.02,16.5,<0.005,0.06,2.59,10,0.96,8.3,62.0,3.1
RC.BH28.019,1337.0,JAT-P3,RC,498965.284,2144477.428,315.596,18,19,,0.8,0.62,0.49,9.9,0.65,<10,70,1.07,17.75,1.14,0.33,42.2,4.9,134.0,0.14,1540.0,4.29,1.77,0.1,0.07,<0.01,0.448,0.24,20.9,1.1,0.06,1360.0,14.95,0.03,0.14,8.4,240,41.4,12.6,0.001,0.01,0.21,2.0,0.3,1.4,24.6,<0.01,0.02,10.8,<0.005,0.08,5.27,12,1.63,11.8,173.0,2.5
RC.BH28.020,1338.0,JAT-P3,RC,498965.284,2144477.428,314.596,19,20,,0.18,0.23,1.01,9.5,0.08,<10,60,1.83,5.95,2.25,0.34,56.7,11.3,118.0,0.8,388.0,3.57,3.56,0.11,0.08,<0.01,0.158,0.3,28,4.4,0.31,968.0,11.15,0.02,0.08,18.6,430,18.8,20.6,0.001,<0.01,0.25,6.8,0.2,2.1,30.1,<0.01,0.02,11.7,0.006,0.15,3.24,34,0.72,20.2,105.0,2.2
RC.BH28.021,1339.0,JAT-P3,RC,498965.284,2144477.428,313.596,20,21,,0.07,0.07,2.73,11.6,0.06,<10,90,3.45,1.83,4.56,0.59,23,30.0,113.0,4.86,102.5,8.09,9.8,0.15,0.15,<0.01,0.093,0.72,10.3,15.4,1.57,1210.0,5.62,0.02,<0.05,60.1,740,11.1,61.5,<0.001,<0.01,0.22,23.2,<0.2,2.4,47.3,<0.01,0.01,2.2,0.036,0.45,2.5,148,0.47,21.0,182.0,2.3
RC.BH28.022,1340.0,JAT-P3,RC,498965.284,2144477.428,312.596,21,22,,0.53,0.67,0.66,66.2,0.42,<10,160,1.62,5.55,0.77,0.45,72.8,12.4,93.0,0.38,151.0,5.48,3.06,0.13,0.1,0.01,0.127,0.38,34.9,3.4,0.08,1770.0,15.15,0.01,0.12,9.2,370,185.5,15.7,0.001,0.03,0.75,4.1,1,0.7,135.0,<0.01,0.05,6.9,<0.005,0.28,1.54,28,0.66,12.05,146.0,4.3
RC.BH28.023,1341.0,JAT-P3,RC,498965.284,2144477.428,311.596,22,23,,0.62,0.42,0.59,85.1,0.72,<10,130,1.73,1.62,1.65,1.99,65.7,8.1,93.0,0.32,83.5,6.26,2.53,0.17,0.11,<0.01,0.137,0.37,30.1,2.1,0.07,1170.0,15.65,0.01,0.15,18.9,510,133.5,15.5,<0.001,0.03,1.69,3.1,1.5,0.5,86.5,<0.01,0.02,4,<0.005,0.26,1.91,17,2.8,9.04,624.0,4.9
RC.BH28.024,1342.0,JAT-P3,RC,498965.284,2144477.428,310.596,23,24,,0.49,38.1,0.27,55.4,0.03,<10,20,0.68,86.0,2.78,23.1,14.5,7.9,159.0,0.3,395.0,2.47,1.29,0.16,0.11,0.01,1.3,0.16,7.2,1.0,0.4,1340.0,84.8,0.01,0.11,59.9,310,2580.0,8.6,0.002,0.02,0.75,2.4,32.6,0.9,47.0,<0.01,1.51,0.9,<0.005,0.09,3.39,31,2.8,5.63,2280.0,4.7
RC.BH28.025,1343.0,JAT-P3,RC,498965.284,2144477.428,309.596,24,25,,0.01,0.4,0.49,153,<0.02,<10,50,1.29,1.02,2.57,1.89,40.8,8.3,119.0,0.45,79.8,4.24,1.73,0.1,0.12,<0.01,0.087,0.23,21.9,1.0,0.14,202.0,39.9,0.01,<0.05,69.3,710,47.2,11.8,0.004,0.01,0.83,3.4,4.1,0.3,94.7,<0.01,0.1,3,<0.005,0.08,5.73,43,0.62,6.85,244.0,4.9
RC.BH28.026,1344.0,JAT-P3,RC,498965.284,2144477.428,308.596,25,26,,<0.01,0.13,0.73,18.9,<0.02,<10,80,2.23,0.31,2.47,0.8,119.5,6.3,69.0,0.57,20.1,4.12,3.19,0.14,0.1,<0.01,0.124,0.26,60.7,1.6,0.09,690.0,14.1,0.02,<0.05,44.0,490,15.4,12.0,0.001,<0.01,0.31,5.2,0.3,0.4,49.7,<0.01,0.02,7.1,<0.005,0.2,2.6,8,0.17,14.3,253.0,4.5
RC.BH28.027,1345.0,JAT-P3,RC,498965.284,2144477.428,307.596,26,27,,0.01,0.09,0.85,3.4,<0.02,<10,90,1.59,0.34,1.25,0.37,>500,2.1,77.0,0.95,29.0,3.23,7.57,0.76,0.21,<0.01,0.147,0.31,620,5.4,0.1,934.0,8.51,0.04,0.76,8.1,370,14.1,16.8,0.001,<0.01,0.17,6.4,<0.2,1.3,48.2,0.01,0.04,50.2,0.03,0.15,7.42,4,0.23,52.0,114.0,7.3
RC.BH28.028,1346.0,JAT-P3,RC,498965.284,2144477.428,306.596,27,28,,<0.01,0.03,0.69,2.8,<0.02,<10,130,0.61,0.08,1.09,0.06,157,2.5,91.0,0.79,3.4,1.41,3.76,0.14,0.13,<0.01,0.024,0.35,86.8,5.2,0.16,259.0,8.32,0.07,0.37,4.1,350,9.7,17.1,0.001,<0.01,0.07,1.3,<0.2,0.5,48.6,<0.01,0.01,13.5,0.04,0.12,1.4,9,0.58,8.8,54.0,4.4
RC.BH28.029,1347.0,JAT-P3,RC,498965.284,2144477.428,305.596,28,29,,<0.01,0.03,0.96,1,<0.02,<10,130,0.75,0.07,1.16,0.08,125,3.2,79.0,1.01,9.3,2.38,6.18,0.14,0.16,<0.01,0.097,0.43,63.7,10.5,0.26,338.0,7.5,0.07,0.33,3.8,460,5.1,23.1,0.001,0.01,0.05,4.4,<0.2,1,46.9,<0.01,<0.01,11.8,0.064,0.2,1.27,13,0.39,12.7,83.0,5.5
RC.BH28.041,1348.0,JAT-P3,RC,498965.284,2144477.428,289.596,40,41,,<0.01,0.04,1.27,0.8,<0.02,<10,40,1.15,0.21,0.83,0.19,245,0.7,55.0,1.98,6.7,3.75,11.05,0.27,0.38,<0.01,0.215,0.48,129,14.1,0.15,560.0,6.93,0.06,0.9,2.0,250,6.9,37.0,<0.001,0.02,0.08,4.0,0.3,2.6,15.6,<0.01,0.01,12.1,0.092,0.24,2.64,1,0.45,32.1,121.0,13.6
RC.BH28.042,1349.0,JAT-P3,RC,498965.284,2144477.428,288.596,41,42,,0.01,0.05,0.77,3.4,<0.02,<10,30,1.33,0.16,0.7,0.23,>500,1.4,104.0,0.87,14.3,2.65,6.92,0.46,0.18,<0.01,0.113,0.22,350,6.7,0.13,492.0,11.45,0.05,0.8,3.7,160,6.6,15.2,0.001,0.01,0.16,2.5,0.3,0.8,16.8,<0.01,0.01,25.8,0.023,0.15,2.81,3,0.51,35.1,79.0,6
RC.BH28.043,1350.0,JAT-P3,RC,498965.284,2144477.428,287.596,42,43,,<0.01,0.09,1.71,5.3,<0.02,<10,30,2.2,0.53,1.49,0.59,402,7.5,98.0,0.58,27.5,4.12,8.86,0.29,0.09,<0.01,0.108,0.23,211,18.5,0.51,655.0,14.15,0.02,0.07,21.5,330,13.7,9.9,0.002,0.02,0.15,4.8,0.6,0.6,25.1,<0.01,0.05,19.4,<0.005,0.11,1.69,32,0.31,22.4,155.0,3.2
,1351.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH28.017,0.08,0.17,0.5,55.3,0.08,<10,130,1.37,1.66,0.17,0.25,55.6,18.3,109.0,0.1,194.5,4.57,2.03,0.11,0.15,<0.01,0.165,0.31,28,1.1,0.04,2170.0,12.7,0.01,0.32,13.7,310,8.9,11.1,0.001,<0.01,0.23,2.7,1.1,0.8,25.9,0.01,0.02,13.4,<0.005,0.09,4.19,28,1.7,10.1,57.0,4.3
